Brand,Category,Subcategory,Section,Product,combinado,Sku,Url
Forzza,Herramientas,Lijas,Herramientas,Lija Oxido Aluminio # 80 Caja por 50 un,Forzza Lija Oxido Aluminio # 80 Caja por 50 un,2008010I6027799,https://s3.amazonaws.com/co-prod-shared-images/7e4bae1e-6cb1-4b6e-9a0d-e66605c958e0
Forzza,Herramientas,Lijas,Herramientas,Lija Oxido Aluminio # 150 Caja por 50 un,Forzza Lija Oxido Aluminio # 150 Caja por 50 un,2008010I6027812,https://s3.amazonaws.com/co-prod-shared-images/d1253576-074b-4d5c-b01e-0e95ffb28402
Forzza,Herramientas,Lijas,Herramientas,Lija Oxido Aluminio # 220 Caja por 50 un,Forzza Lija Oxido Aluminio # 220 Caja por 50 un,2008010I6027814,https://s3.amazonaws.com/co-prod-shared-images/9809d896-1859-457d-8db8-e9e8f2ce8be8
Forzza,Herramientas,Lijas,Herramientas,"Lija en rollo de tela rigida 4"" x 150","Forzza Lija en rollo de tela rigida 4"" x 150",2008100I6027826,https://s3.amazonaws.com/co-prod-shared-images/e462d269-3005-44ea-b65e-6bc015b3da23
Forzza,Herramientas,Lijas,Herramientas,Lija Oxido Aluminio # 100 Caja por 50 un,Forzza Lija Oxido Aluminio # 100 Caja por 50 un,2008010I6027810,https://s3.amazonaws.com/co-prod-shared-images/9b0e43f7-3a36-4e81-9242-31a0dce95150
Forzza,Herramientas,Lijas,Herramientas,Lija Oxido Aluminio # 60 Caja por 50 un,Forzza Lija Oxido Aluminio # 60 Caja por 50 un,2008010I6027798,https://s3.amazonaws.com/co-prod-shared-images/0488ed31-3e2e-4057-a05f-3050353a00cc
Forzza,Herramientas,Lijas,Herramientas,"Lija en rollo de tela rigida 6"" x 150","Forzza Lija en rollo de tela rigida 6"" x 150",2008100I6027831,https://s3.amazonaws.com/co-prod-shared-images/109d8592-4bec-46f7-80d8-1a155162f7e1
Forzza,Herramientas,Lijas,Herramientas,"Lija en rollo de tela rigida 12"" x 150","Forzza Lija en rollo de tela rigida 12"" x 150",2008100I6027835,https://s3.amazonaws.com/co-prod-shared-images/7e01b892-73d3-49f7-80f5-38c8a3cbba9e
Foset,Herramientas,Herramientas de Riego,Herramientas,"Llave para manguera, de latón, 140 gr, entrada 1/2""","Foset Llave para manguera, de latón, 140 gr, entrada 1/2""",25012403N010981,https://s3.amazonaws.com/co-prod-shared-images/53dced17-e864-4036-85d7-0e532c41d7a0
Foset,Herramientas,Herramientas de Riego,Herramientas,"Llave para manguera, cromada, 130 gr, entrada 1/2""","Foset Llave para manguera, cromada, 130 gr, entrada 1/2""",25012403N010982,https://s3.amazonaws.com/co-prod-shared-images/d29cd6aa-1779-40f5-ba8b-e05064bd0514
FOY,Pinturas y Acabados,Herramientas de pintura,Herramientas,"Espatula Flexible 2""","FOY Espatula Flexible 2""",1502420A2021839,https://s3.amazonaws.com/co-prod-shared-images/1af50b02-96a0-479f-bc34-ee6b076ec7d1
FOY,Herramientas,Herramientas de Riego,Herramientas,"Pistola Riego Plastica 4""","FOY Pistola Riego Plastica 4""",2501260A2025109,https://s3.amazonaws.com/co-prod-shared-images/495a0bdd-789e-43d1-a463-d5230d60c4cb
Fulgore,Ferretería y Maderas,Amarres y Protectores para Almacenamiento,Ferretería,Amarre Plástico de 50 cm x 25 Pz Negro,Fulgore Amarre Plástico de 50 cm x 25 Pz Negro,12040015Q014081,https://s3.amazonaws.com/co-prod-shared-images/e7c662a3-453c-4a19-b294-4effa0f29c6d
Fulgore,Eléctricos e Iluminación,Iluminación,Electricos,Bombillo LED E27 8W 6500K Luz blanca,Fulgore Bombillo LED E27 8W 6500K Luz blanca,17070105Q014048,https://s3.amazonaws.com/co-prod-shared-images/0b706b7d-1c70-4ea6-bf1c-301be4095460
Fulgore,Eléctricos e Iluminación,"Multitomas, Extensiones y Reguladores",Electricos,Extensión Eléctrica de 4Awg/2C x 6 m,Fulgore Extensión Eléctrica de 4Awg/2C x 6 m,17083205Q014036,https://s3.amazonaws.com/co-prod-shared-images/c65fc422-2c33-4000-a51c-87347add38e9
Fulgore,Ferretería y Maderas,Amarres y Protectores para Almacenamiento,Ferretería,Amarre Plástico de 25 cm x 50 Pz Negro,Fulgore Amarre Plástico de 25 cm x 50 Pz Negro,12040015Q014083,https://s3.amazonaws.com/co-prod-shared-images/ce3b6cba-bd9f-4aa3-bb46-fca91084b388
Fulgore,Ferretería y Maderas,Amarres y Protectores para Almacenamiento,Ferretería,Amarre Plástico de 30 cm x 50 Pz Blanco,Fulgore Amarre Plástico de 30 cm x 50 Pz Blanco,12040205Q014062,https://s3.amazonaws.com/co-prod-shared-images/198bc470-afa2-477f-85f5-727ecb5cecbd
Fulgore,Eléctricos e Iluminación,Tomacorriente e Interruptores,Electricos,Barril de unión coaxil,Fulgore Barril de unión coaxil,17052615Q014077,https://s3.amazonaws.com/co-prod-shared-images/f6345871-b766-4c9b-b6e1-a9f3771f8e57
Fulgore,Eléctricos e Iluminación,Iluminación,Electricos,Bombillo LED E27 14W 6500K Luz blanca,Fulgore Bombillo LED E27 14W 6500K Luz blanca,17070105Q014050,https://s3.amazonaws.com/co-prod-shared-images/4c539d66-6c88-4dc0-bc54-e089194c0a77
Fulgore,Eléctricos e Iluminación,"Multitomas, Extensiones y Reguladores",Electricos,Extensión Pata De Pato de 14Awg / 3C x 15 m,Fulgore Extensión Pata De Pato de 14Awg / 3C x 15 m,17083205Q014043,https://s3.amazonaws.com/co-prod-shared-images/643a76fd-2950-4cb4-8873-01d92186b35f
Fulgore,Eléctricos e Iluminación,Iluminación,Electricos,Bombillo LED E27A19 5W 6500K Luz blanca,Fulgore Bombillo LED E27A19 5W 6500K Luz blanca,17070105Q014045,https://s3.amazonaws.com/co-prod-shared-images/7cc8c853-6743-44df-8bfa-5798ffa7ca44
Fulgore,Eléctricos e Iluminación,Tomacorriente e Interruptores,Electricos,Interruptor Triple Conmutable 3 vías,Fulgore Interruptor Triple Conmutable 3 vías,17051305Q014086,https://s3.amazonaws.com/co-prod-shared-images/32d77a76-af6c-49cd-b7e5-31543e5e906d
Fulgore,Eléctricos e Iluminación,"Multitomas, Extensiones y Reguladores",Electricos,Multitoma S/Picos 6 Salidas P/T Cable 75cm,Fulgore Multitoma S/Picos 6 Salidas P/T Cable 75cm,17083005Q014076,https://s3.amazonaws.com/co-prod-shared-images/69d0ce81-c49c-4a98-a2a0-635a15eccdd7
Fulgore,Eléctricos e Iluminación,Iluminación,Electricos,Bombillo LED E27 50W 6500K Luz blanca,Fulgore Bombillo LED E27 50W 6500K Luz blanca,17070105Q014092,https://s3.amazonaws.com/co-prod-shared-images/42ec0322-3362-4e2f-ade6-f7f209807b15
Fulgore,Ferretería y Maderas,Amarres y Protectores para Almacenamiento,Ferretería,Amarre Plástico de 25 cm x 50 Pz Blanco,Fulgore Amarre Plástico de 25 cm x 50 Pz Blanco,12040015Q014082,https://s3.amazonaws.com/co-prod-shared-images/d4144066-b1fa-4179-a621-7962ca19dc1f
Fulgore,Ferretería y Maderas,Amarres y Protectores para Almacenamiento,Ferretería,Amarre Plástico de 45 cm x 25 Pz Negro,Fulgore Amarre Plástico de 45 cm x 25 Pz Negro,12040015Q014080,https://s3.amazonaws.com/co-prod-shared-images/fc2c43c1-20a6-439f-a4e9-ca82fea47ec1
Fulgore,Ferretería y Maderas,Cintas,Ferretería,Kit Cinta de Aislar x 6 Colores de Vinil,Fulgore Kit Cinta de Aislar x 6 Colores de Vinil,12030105Q014032,https://s3.amazonaws.com/co-prod-shared-images/7bbe9703-246b-4456-bda6-774288e909b7
Fulgore,Ferretería y Maderas,Cintas,Ferretería,Cinta 60' de Aislar Blanca,Fulgore Cinta 60' de Aislar Blanca,12030105Q014071,https://s3.amazonaws.com/co-prod-shared-images/f7e422c2-db92-4c25-bd01-9b5acd5c8182
Fulgore,Eléctricos e Iluminación,Iluminación,Electricos,Bombillo LED E27 16W 6500K Luz blanca,Fulgore Bombillo LED E27 16W 6500K Luz blanca,17070105Q014051,https://s3.amazonaws.com/co-prod-shared-images/a4bc5f58-1cb9-4634-ae08-9eec9e8b8b25
Fulgore,Eléctricos e Iluminación,Tomacorriente e Interruptores,Electricos,"Timbre Eléctrico x 10"" - Campana","Fulgore Timbre Eléctrico x 10"" - Campana",17051605Q014054,https://s3.amazonaws.com/co-prod-shared-images/ab8b1075-9df2-4a11-970c-d86905e11d33
Fulgore,Herramientas,Soldaduras y Accesorios,Herramientas,(Sh) Multímetro Digital,Fulgore (Sh) Multímetro Digital,17060105Q014035,https://s3.amazonaws.com/co-prod-shared-images/e83d8974-3f0b-429f-978f-30d8aced0616
Fulgore,Ferretería y Maderas,Amarres y Protectores para Almacenamiento,Ferretería,Amarre Plástico 15 cm (50 Pz) Blanco,Fulgore Amarre Plástico 15 cm (50 Pz) Blanco,12040205Q014060,https://s3.amazonaws.com/co-prod-shared-images/dab26f3c-a086-4bb5-80ec-47757490b0ad
Fulgore,Ferretería y Maderas,Amarres y Protectores para Almacenamiento,Ferretería,Amarre Plástico de 20 cm x 50 Pz Negro,Fulgore Amarre Plástico de 20 cm x 50 Pz Negro,12040205Q014067,https://s3.amazonaws.com/co-prod-shared-images/0bf0c139-f6e3-4775-a5a5-e94a80fd8364
Fulgore,Ferretería y Maderas,Amarres y Protectores para Almacenamiento,Ferretería,(Sh) Amarre Plástico de 10 cm x 100  Pz Blanco,Fulgore (Sh) Amarre Plástico de 10 cm x 100  Pz Blanco,12040205Q014059,https://s3.amazonaws.com/co-prod-shared-images/fe907c8a-d3e1-4afc-a5a7-c3434d39c4f1
Fulgore,Eléctricos e Iluminación,Iluminación,Electricos,Bombillo LED E27 10W 6500K Luz blanca,Fulgore Bombillo LED E27 10W 6500K Luz blanca,17070105Q014049,https://s3.amazonaws.com/co-prod-shared-images/92d93ecd-d0ae-4e91-accb-1bdcb4229d28
Fulgore,Eléctricos e Iluminación,Tomacorriente e Interruptores,Electricos,"Timbre Eléctrico x 6"" - Campana","Fulgore Timbre Eléctrico x 6"" - Campana",17051605Q014052,https://s3.amazonaws.com/co-prod-shared-images/07c99662-a7d1-4bc2-b779-570bf3682c53
Fulgore,Eléctricos e Iluminación,Tomacorriente e Interruptores,Electricos,Covertidor Apdaptador Polo a Tierra,Fulgore Covertidor Apdaptador Polo a Tierra,17053105Q014034,https://s3.amazonaws.com/co-prod-shared-images/59458d15-63fe-4963-a375-154036f4620e
Fulgore,Ferretería y Maderas,Amarres y Protectores para Almacenamiento,Ferretería,(Sh) Amarre Plástico de 10 cm x 100 Pz Negro,Fulgore (Sh) Amarre Plástico de 10 cm x 100 Pz Negro,12040205Q014065,https://s3.amazonaws.com/co-prod-shared-images/4f35aa34-099b-400b-bd9e-050a93a386e8
Fulgore,Eléctricos e Iluminación,"Multitomas, Extensiones y Reguladores",Electricos,Extensión Pata de Pato de 14Awg / 3C x 8 m,Fulgore Extensión Pata de Pato de 14Awg / 3C x 8 m,17083205Q014042,https://s3.amazonaws.com/co-prod-shared-images/e3657ea5-1614-43a1-b990-e470c82af398
Fulgore,Eléctricos e Iluminación,"Multitomas, Extensiones y Reguladores",Electricos,Extensión Reforzada - 14 Awg x 15 m,Fulgore Extensión Reforzada - 14 Awg x 15 m,17083205Q014084,https://s3.amazonaws.com/co-prod-shared-images/7a89e382-04ea-45e3-abea-10bdee88893d
Fulgore,Eléctricos e Iluminación,Tomacorriente e Interruptores,Electricos,"Timbre Eléctrico x 8"" - Campana","Fulgore Timbre Eléctrico x 8"" - Campana",17051605Q014053,https://s3.amazonaws.com/co-prod-shared-images/470289f1-01f8-434c-bf66-a0c28ce07fcc
Fulgore,Ferretería y Maderas,Amarres y Protectores para Almacenamiento,Ferretería,Amarre Plástico de 20 cm x 50 Pz Blanco,Fulgore Amarre Plástico de 20 cm x 50 Pz Blanco,12040205Q014061,https://s3.amazonaws.com/co-prod-shared-images/4bdc2b8e-2fe3-4e19-8a2d-91dd90471baa
Fulgore,Eléctricos e Iluminación,"Multitomas, Extensiones y Reguladores",Electricos,(Sh) Extensión Eléctrica de 14Awg / 3C x 10 m,Fulgore (Sh) Extensión Eléctrica de 14Awg / 3C x 10 m,17083205Q014039,https://s3.amazonaws.com/co-prod-shared-images/dc998648-d3bc-4a59-bddc-3dee3f199539
Fulgore,Herramientas,Soldaduras y Accesorios,Herramientas,Tester de Corriente Automotriz,Fulgore Tester de Corriente Automotriz,17060205Q014055,https://s3.amazonaws.com/co-prod-shared-images/b91a1f76-3f7b-413b-90d8-82a76a20c9a8
Fulgore,Ferretería y Maderas,Amarres y Protectores para Almacenamiento,Ferretería,Amarre Plástico Negro 15 cm (50 Pz),Fulgore Amarre Plástico Negro 15 cm (50 Pz),12040205Q014066,https://s3.amazonaws.com/co-prod-shared-images/faa3ddf1-0927-4d24-91f8-fb7a032b1dd0
Fulgore,Eléctricos e Iluminación,"Multitomas, Extensiones y Reguladores",Electricos,Adaptador Tomacorriente - Forma en T,Fulgore Adaptador Tomacorriente - Forma en T,17083005Q014075,https://s3.amazonaws.com/co-prod-shared-images/1eeb1a0e-5552-4ae9-abce-023db90673ad
Fulgore,Eléctricos e Iluminación,Tomacorriente e Interruptores,Electricos,Socket Baquelita Sencillo,Fulgore Socket Baquelita Sencillo,17054905Q014033,https://s3.amazonaws.com/co-prod-shared-images/2dbf1ef0-76ea-4b8c-9dd6-1c262291d754
Fulgore,Eléctricos e Iluminación,Tomacorriente e Interruptores,Electricos,Interruptor 3 Vías Clásico.,Fulgore Interruptor 3 Vías Clásico.,17051305Q014088,https://s3.amazonaws.com/co-prod-shared-images/74ad635f-c20e-488a-97bc-36836999cfcf
Fulgore,Eléctricos e Iluminación,Iluminación,Electricos,Portalámpara baquelita con Clavija Marfil,Fulgore Portalámpara baquelita con Clavija Marfil,17072005Q014064,https://s3.amazonaws.com/co-prod-shared-images/4ac21bf9-62e5-4ea3-813c-3da70de1f8bf
Fulgore,Ferretería y Maderas,Amarres y Protectores para Almacenamiento,Ferretería,Amarre Plástico de 35 cm x 50 Pz Blanco,Fulgore Amarre Plástico de 35 cm x 50 Pz Blanco,12040205Q014063,https://s3.amazonaws.com/co-prod-shared-images/863a7bbd-ca3b-4545-9659-8f120731b066
Fulgore,Eléctricos e Iluminación,Iluminación,Electricos,Bombillo LED E27 6W 6500K Luz blanca,Fulgore Bombillo LED E27 6W 6500K Luz blanca,17070105Q014047,https://s3.amazonaws.com/co-prod-shared-images/aa458dad-9d26-42f8-9438-a40122391c84
Fulgore,Eléctricos e Iluminación,"Multitomas, Extensiones y Reguladores",Electricos,Extensión Eléctrica de 14 Awg / 2C x 15 m,Fulgore Extensión Eléctrica de 14 Awg / 2C x 15 m,17083205Q014037,https://s3.amazonaws.com/co-prod-shared-images/f1aadb2b-0edf-4ea1-839c-21c281fe9993
Fulgore,Eléctricos e Iluminación,Tomacorriente e Interruptores,Electricos,Interruptor De Presión de agua,Fulgore Interruptor De Presión de agua,17051005Q014070,https://s3.amazonaws.com/co-prod-shared-images/c6009140-94a1-4a02-b7a0-5dd3986ebe6e
Fulgore,Ferretería y Maderas,Cintas,Ferretería,Cinta 60' de Aislar Roja,Fulgore Cinta 60' de Aislar Roja,12030105Q014072,https://s3.amazonaws.com/co-prod-shared-images/a6ad83b8-1314-417f-84cf-0260ecc6889d
Fulgore,Eléctricos e Iluminación,Tomacorriente e Interruptores,Electricos,Clavija P/Tierra con abrazadera plastica,Fulgore Clavija P/Tierra con abrazadera plastica,17053105Q014074,https://s3.amazonaws.com/co-prod-shared-images/c83f5486-3b52-4d89-9fa5-65a81ef08f5c
Fulgore,Herramientas,Herramientas Eléctricas,Herramientas,(Sh) Cautin Tipo Pistola - 100 W,Fulgore (Sh) Cautin Tipo Pistola - 100 W,20029005Q014056,https://s3.amazonaws.com/co-prod-shared-images/5c027b1f-8233-446d-ac74-92155770c65e
Fulgore,Eléctricos e Iluminación,Iluminación,Electricos,Bombillo Led - 9 W Luz Día x 60 Und Gratis Probador,Fulgore Bombillo Led - 9 W Luz Día x 60 Und Gratis Probador,17070105Q014046,https://s3.amazonaws.com/co-prod-shared-images/fdf3abe3-de0a-438d-aac7-a654d0dde3e0
Fulgore,Eléctricos e Iluminación,Tomacorriente e Interruptores,Electricos,Interruptor Sencillo 3 Vías Clásico,Fulgore Interruptor Sencillo 3 Vías Clásico,17051305Q014087,https://s3.amazonaws.com/co-prod-shared-images/5588db20-5681-4443-b6ca-8f2e7d8f14b8
Fulgore,Eléctricos e Iluminación,Tomacorriente e Interruptores,Electricos,Interruptor Sencillo Clásico,Fulgore Interruptor Sencillo Clásico,17051105Q014085,https://s3.amazonaws.com/co-prod-shared-images/862c666a-c98e-48f9-910f-c985c0b45348
Fulgore,Eléctricos e Iluminación,"Multitomas, Extensiones y Reguladores",Electricos,Multicontacto 4 Tomas Aterrizadas,Fulgore Multicontacto 4 Tomas Aterrizadas,17083005Q014038,https://s3.amazonaws.com/co-prod-shared-images/0dce68c9-94ee-4ae1-9c68-51c65bc0a364
Fulgore,Eléctricos e Iluminación,Tomacorriente e Interruptores,Electricos,Interruptor 3 Vias Clasica,Fulgore Interruptor 3 Vias Clasica,17051305Q014089,https://s3.amazonaws.com/co-prod-shared-images/699773be-a507-4a86-a151-f681af5468dd
Fulgore,Eléctricos e Iluminación,Tomacorriente e Interruptores,Electricos,Toma Aerea Aterri con abrazadera plast,Fulgore Toma Aerea Aterri con abrazadera plast,17053105Q014073,https://s3.amazonaws.com/co-prod-shared-images/b84a0877-371a-4cf2-ae82-978e2fbd15b1
Fulgore,"Aseo, Baños Y Cocinas",Calentadores,"Aseo, Baños y Cocinas",Calentador para Agua #4,Fulgore Calentador para Agua #4,21012005Q014030,https://s3.amazonaws.com/co-prod-shared-images/3d030c9e-882c-4451-a011-37559763e251
Fulgore,Eléctricos e Iluminación,Iluminación,Electricos,Bombillo Led - 5 W Luz Día - E27A19,Fulgore Bombillo Led - 5 W Luz Día - E27A19,17070105Q014044,https://s3.amazonaws.com/co-prod-shared-images/29f1873a-9bd0-4f96-a9eb-235086384489
Fulgore,Ferretería y Maderas,Amarres y Protectores para Almacenamiento,Ferretería,Amarre Plástico de 30 cm x 50 Pz Negro,Fulgore Amarre Plástico de 30 cm x 50 Pz Negro,12040205Q014068,https://s3.amazonaws.com/co-prod-shared-images/b3c49477-bb1c-437c-97dd-0b2ffb67add3
Fulgore,Eléctricos e Iluminación,"Multitomas, Extensiones y Reguladores",Electricos,(Sh) Extensión Eléctrica de 14Awg / 3C x 15 m,Fulgore (Sh) Extensión Eléctrica de 14Awg / 3C x 15 m,17083205Q014040,https://s3.amazonaws.com/co-prod-shared-images/fff64cb3-566e-4deb-baf7-1b2bd1f6f943
Fulgore,Ferretería y Maderas,Amarres y Protectores para Almacenamiento,Ferretería,Amarre Plástico de 35 cm x 50 Pz Negro,Fulgore Amarre Plástico de 35 cm x 50 Pz Negro,12040205Q014069,https://s3.amazonaws.com/co-prod-shared-images/03a32102-0afc-43b8-afc4-4427ee078142
Fulgore,Eléctricos e Iluminación,Iluminación,Electricos,Bombillo LED E27 75W 6500K Luz blanca,Fulgore Bombillo LED E27 75W 6500K Luz blanca,17070105Q014093,https://s3.amazonaws.com/co-prod-shared-images/7ac461c5-94e1-4e75-926b-765fbc9571c3
Fulgore,Eléctricos e Iluminación,"Multitomas, Extensiones y Reguladores",Electricos,Extensión Eléctrica de 14Awg / 3C x 30 m,Fulgore Extensión Eléctrica de 14Awg / 3C x 30 m,17083205Q014041,https://s3.amazonaws.com/co-prod-shared-images/b22e343f-c05a-4b94-a262-5037a2f7853f
Furius,Herramientas,Herramientas Eléctricas,Herramientas,"(Sh) Taladro Percutor De 1/2""""","Furius (Sh) Taladro Percutor De 1/2""""",2002120A8022224,https://s3.amazonaws.com/co-prod-shared-images/af9db4b9-cbb9-4a8d-bcb0-e9248ba6c96b
Furius,Herramientas,Herramientas Eléctricas,Herramientas,(Sh) Equipo Soldar Ocasional 180 Amp 110V/220,Furius (Sh) Equipo Soldar Ocasional 180 Amp 110V/220,2002910A8022229,https://s3.amazonaws.com/co-prod-shared-images/8a45b127-bfc8-470a-95e6-08c5fc3c340e
Furius,Herramientas,Herramientas Eléctricas,Herramientas,(Sh) Equipo Soldar Ocasional 160 Amp 110V,Furius (Sh) Equipo Soldar Ocasional 160 Amp 110V,2002910A8022228,https://s3.amazonaws.com/co-prod-shared-images/7ea377eb-beb0-47a8-a653-05477c380bc9
Furius,Herramientas,Herramientas Eléctricas,Herramientas,"(Sh) Taladro Inalam 3/8"""" 12 V + 27 Accesorios","Furius (Sh) Taladro Inalam 3/8"""" 12 V + 27 Accesorios",2002120A8022226,https://s3.amazonaws.com/co-prod-shared-images/fb574425-7115-44b7-a4bb-aa79318ea43b
FV,"Aseo, Baños Y Cocinas",Baños,"Aseo, Baños y Cocinas",Llave P Urinario - Cruz Fija - Cromo,FV Llave P Urinario - Cruz Fija - Cromo,2601001E5024291,https://s3.amazonaws.com/co-prod-shared-images/f5b16c0d-5859-4eb1-b2a6-358d119a988c
FV,"Aseo, Baños Y Cocinas",Baños,"Aseo, Baños y Cocinas",Lavm.elea oval empotrar - Blanco,FV Lavm.elea oval empotrar - Blanco,2601420E5026767,https://s3.amazonaws.com/co-prod-shared-images/c8988812-bf7a-4584-8aad-e9ac95ee2cde
FV,"Aseo, Baños Y Cocinas",Grifería Lavamanos,"Aseo, Baños y Cocinas",Monocomando bajo fresia cr,FV Monocomando bajo fresia cr,2601510E5026773,https://s3.amazonaws.com/co-prod-shared-images/ac95d31b-6a29-489d-bf86-c89040050264
FV,"Aseo, Baños Y Cocinas",Baños,"Aseo, Baños y Cocinas",Lavamanos roma - Blanco,FV Lavamanos roma - Blanco,2601400E5026770,https://s3.amazonaws.com/co-prod-shared-images/6f13eda6-1cfc-4723-91f7-a68c5955758f
FV,"Aseo, Baños Y Cocinas",Baños,"Aseo, Baños y Cocinas",Pressmatic para urinario Ecomatic,FV Pressmatic para urinario Ecomatic,2601530E5026769,https://s3.amazonaws.com/co-prod-shared-images/0b60f6e5-5e4e-4116-b494-01db127255a6
FV,"Aseo, Baños Y Cocinas",Baños,"Aseo, Baños y Cocinas",Urinario quantum - Blanco,FV Urinario quantum - Blanco,2601100E5026765,https://s3.amazonaws.com/co-prod-shared-images/18a3c7ff-d1ce-41d1-9154-a4867ba797f6
FV,"Aseo, Baños Y Cocinas",Grifería Lavamanos,"Aseo, Baños y Cocinas",Llave para lavabo con desagüe Fiori - Cromo,FV Llave para lavabo con desagüe Fiori - Cromo,2601510E5026771,https://s3.amazonaws.com/co-prod-shared-images/f29bbb99-ee2c-4d9f-a627-aad664b7cdf9
FV,"Aseo, Baños Y Cocinas",Baños,"Aseo, Baños y Cocinas",Lavm.elea oval peq 43 cms empotrar - Blanco,FV Lavm.elea oval peq 43 cms empotrar - Blanco,2601420E5026768,https://s3.amazonaws.com/co-prod-shared-images/75348371-3247-4256-8a86-0180bc974cac
FV,"Aseo, Baños Y Cocinas",Grifería Lavamanos,"Aseo, Baños y Cocinas",Monocomando bajo lilo cr,FV Monocomando bajo lilo cr,2601510E5026772,https://s3.amazonaws.com/co-prod-shared-images/fbc48fc0-af52-4604-a1b3-b2d69499296b
Gerdau,Hierro y acero,Tubería en Acero y Perfilería,Derivados del acero,"Platina 2"" x 3/16"" NTC 1920 6 m","Gerdau Platina 2"" x 3/16"" NTC 1920 6 m",10025407L031698,https://s3.amazonaws.com/co-prod-shared-images/e35251a5-b476-48f0-a6e6-da08dd696794
Gerfor,Tubería,Línea Presión PVC,Plomería,"Buje Presión Soldado - 2"" x 1-1/2"" x 10 un","Gerfor Buje Presión Soldado - 2"" x 1-1/2"" x 10 un",160208016007854,https://s3.amazonaws.com/co-prod-shared-images/72b8547b-3ae3-47a8-9f99-98d0cf0fcd41
Gerfor,Tubería,Línea Presión PVC,Plomería,"Adaptador Presión Hembra 3/4""","Gerfor Adaptador Presión Hembra 3/4""",160201016001405,https://s3.amazonaws.com/co-prod-shared-images/73657536-b8db-43ea-a637-291d968a722a
Gerfor,Tubería,Línea Presión PVC,Plomería,"Buje Presión Roscado 1-1/2"""" x 3/4""""","Gerfor Buje Presión Roscado 1-1/2"""" x 3/4""""",160208016001454,https://s3.amazonaws.com/co-prod-shared-images/7640bcb8-5f26-46d6-9f16-f51a79bf08b3
Gerfor,Tubería,Línea Sanitaria - Ventilación PVC,Plomería,"Tee Sanitaria 3""","Gerfor Tee Sanitaria 3""",160214016028476,https://s3.amazonaws.com/co-prod-shared-images/7a9fd3c6-bc45-4c1c-8d88-bd83a6badb7c
Gerfor,Tubería,Línea Presión PVC,Plomería,"Buje Presión Soldado - 3/4"" x 1/2"" x 50 un","Gerfor Buje Presión Soldado - 3/4"" x 1/2"" x 50 un",160208016007859,https://s3.amazonaws.com/co-prod-shared-images/89f635e0-9d43-4ac9-9aa7-2ddac087c7c6
Gerfor,Tubería,Línea Presión PVC,Plomería,"Unión Presión - 2"" x 10 un","Gerfor Unión Presión - 2"" x 10 un",160205016007970,https://s3.amazonaws.com/co-prod-shared-images/7ec0dd3f-359c-4f9e-a9ac-731e8bd1b659
Gerfor,Tubería,Línea Sanitaria - Ventilación PVC,Plomería,"Tapón de Prueba Sanitario 2""","Gerfor Tapón de Prueba Sanitario 2""",160217016001601,https://s3.amazonaws.com/co-prod-shared-images/8dbbb671-fd3e-4e9d-bd1e-5fb6954d1fe6
Gerfor,Tubería,Línea Sanitaria - Ventilación PVC,Plomería,"Codo Sanitario 90° CXC - 3"" x 30 und","Gerfor Codo Sanitario 90° CXC - 3"" x 30 und",160213016005918,https://s3.amazonaws.com/co-prod-shared-images/9fb420d3-6e7b-4665-b2ab-1855bc242872
Gerfor,Tubería,Línea Presión PVC,Plomería,"Adaptador Presión Hembra - 3/4"" x 150 und","Gerfor Adaptador Presión Hembra - 3/4"" x 150 und",160201016005757,https://s3.amazonaws.com/co-prod-shared-images/87add80b-157e-4306-a3d0-54109a666e33
Gerfor,"Aseo, Baños Y Cocinas",Complementos de plomería,"Aseo, Baños y Cocinas",Sifón en p Blanco con adapatador,Gerfor Sifón en p Blanco con adapatador,161040016032925,https://s3.amazonaws.com/co-prod-shared-images/a169f0b0-0d44-4321-aaa4-3f480e4d8b71
Gerfor,Tubería,Línea Presión PVC,Plomería,"Buje Presión Soldado 2"" x 3/4""","Gerfor Buje Presión Soldado 2"" x 3/4""",160208016001432,https://s3.amazonaws.com/co-prod-shared-images/a1295787-a94b-44ea-9ece-6654f00b877a
Gerfor,Tubería,Línea CPVC,Plomería,"Universal CPVC - 3/4"" x 4 un","Gerfor Universal CPVC - 3/4"" x 4 un",160225016007985,https://s3.amazonaws.com/co-prod-shared-images/a0fb1be8-05a6-4f96-adbe-73490aafc4a2
Gerfor,Eléctricos e Iluminación,Tubería y Canalización,Plomería,"Tubería Conduit ECO 1/2"" x 3m","Gerfor Tubería Conduit ECO 1/2"" x 3m",170210016021328,https://s3.amazonaws.com/co-prod-shared-images/aa7bb97e-606c-435d-8cf5-3002b454fe05
Gerfor,Eléctricos e Iluminación,Tubería y Canalización,Plomería,"Adaptador Conduit PVC- 1"" x 20 un","Gerfor Adaptador Conduit PVC- 1"" x 20 un",170213016007817,https://s3.amazonaws.com/co-prod-shared-images/92f1d028-9a60-4ffa-8a81-9f497cefa34c
Gerfor,Tubería,Línea Sanitaria - Ventilación PVC,Plomería,"Sifón Sanitario sin Tapón CXC - 2"" x 6 un","Gerfor Sifón Sanitario sin Tapón CXC - 2"" x 6 un",160219016007916,https://s3.amazonaws.com/co-prod-shared-images/941b1853-aeec-4733-aeab-2b5b8c364816
